id,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
1,0.09474054406788673,0.007094056976216722,0.000960531672690261,0.002866081962019772,0.000782641242121347,0.22639367937281935,0.004543629555375604,0.18805677500187554,0.47456204342641883
2,0.029000359016080737,0.000620936680874179,0.000388610664231237,0.0001524803991425012,6.609707179450197e-05,0.0788613370909737,0.003534564028677753,0.7883494350547992,0.0990261859782046
3,0.010408241188992572,0.00010013526368978106,9.699332683036725e-05,9.009475124875318e-05,2.091898841172224e-05,0.0010195439871095522,0.0003242932614869929,0.00029256429476449784,0.9876471942940582
4,9.631874612144506e-05,0.7123462747624388,0.25735161472263113,0.00044219570692035867,0.0007649775604174162,0.0007700014607809754,0.0003050304868800044,0.027779265746894648,0.00014434749634043936
5,0.013912489136319643,0.007416234765417591,0.00691216194010737,0.3539347851222391,0.0004169832754996605,0.5685834442791342,0.02016342240763502,0.008978176372736495,0.019682309266250038
6,0.0005786389018669531,0.8581180645156969,0.01891367095700256,0.11821369935513149,0.00012481619463263388,0.0013889665493794275,0.0006581393609201896,0.000660501915263012,0.001343472383513392
7,0.006071849887408379,0.00038308684816001914,0.0001476835471597345,0.005250445023830842,6.974010648264084e-05,0.97816148911274,0.007072447098073571,0.0010584261293372496,0.0017848015295334697
8,0.00017716305925753221,0.538307329366756,0.44239613772685216,0.00127395413454909,0.0005529770714929327,0.004345528823482763,0.003419691670294276,0.009307814008933143,0.00021938662879013765
9,2.287158895342145e-05,6.501206295676335e-06,8.535543959927356e-06,3.492054799966062e-05,1.543780359251438e-06,0.999237193535627,4.417327239446427e-05,0.0006008793539230696,4.339376452359526e-05
10,1.7797855586347093e-06,1.0350233348314456e-05,2.0305945630146503e-05,4.238143028601482e-05,2.531308098241425e-06,0.9998556290942653,4.236609796256137e-05,1.888012851244033e-05,5.753491753542524e-06
11,0.010048635164240427,0.5713555699825634,0.35277957653872166,0.011955272394335182,0.006142251002226406,0.004789751296230001,0.03209347176694508,0.00178944885082091,0.009045975778101416
12,0.00010426318302672481,0.22787016623426123,0.7647268274673008,0.0003940307979439004,0.000981883630932619,0.0005344552046153694,0.0005145464298981009,0.004766146142707965,0.00010764015303661267
13,0.0005673201618871342,0.44167232214765356,0.27760633921325484,0.24404006447003523,0.0002800632015957187,0.0014387229667101788,0.03326307085178864,0.0007991203474699123,0.00033297236134175693
14,0.00241117358409263,0.40357449455955935,0.5073083939476276,0.009118688293458452,0.014039526744300087,0.010218720470808526,0.04850143095941828,0.0024816205371577813,0.0023459411149889513
15,0.0006820991182225999,0.5994980086641909,0.31147527179235374,0.08404059053865737,0.00014405429101316258,0.0010009879318743928,0.00207671130804548,0.0003529330545764727,0.0007293260715982551
16,0.0025327299856390015,0.22949717676491224,0.7353181432259669,0.002041664566166861,0.0006215879634518624,0.004613295986471195,0.014603391464774193,0.008183222427126142,0.0025887704878874616
17,1.4806003946432611e-05,3.46015946585491e-05,7.570683555968571e-05,6.703200661036245e-05,8.738590106342296e-07,0.99962071012932,0.0001212108533460802,3.741189054077647e-05,2.7645023458266055e-05
18,0.0003527105459440207,0.0007299102881370602,0.0031542810554211617,0.002037800203705409,6.160403396885765e-06,0.991877063480595,0.000690755634120738,0.0008675890948451451,0.0002837246725403809
19,0.007748907671773206,0.6069745141435071,0.31887761418539967,0.029663657256354677,0.0013424033240880817,0.0030819573291207413,0.0286739513675603,0.002110106851129482,0.001526888846045111
20,0.00016793825098649872,0.18733544989949988,0.8006256913001645,0.0005649932333426482,0.00016643421016245458,0.001814707093046316,0.002522411934451379,0.006482206151717837,0.0003201399602727816
21,0.005100100174885837,0.014909971436523806,0.005717221944046164,0.001241251915824693,0.00015134289678475757,0.017175148216586993,0.9406205566710775,0.013377721990706117,0.0017067204397109082
22,0.03047569607408363,0.0012732799181941468,0.0006017018177748939,0.0001345985967244792,4.244663068675436e-05,0.005515593047253901,0.0011003782697453432,0.9575505691815179,0.0033057529949946114
23,0.0003400519946743936,0.04294396227394393,0.0325136239003082,0.06808992536134952,1.5071496629085837e-05,0.8460186894887491,0.008398340204539653,0.0006162936889035151,0.0010640544891669455
24,0.00968579195329296,0.5231286544630123,0.09070153104663577,0.008728684008316532,0.002583555912550188,0.009588229667812552,0.007721702934462837,0.33116702031102374,0.016694828436876488
25,0.0015082918521282973,0.9364434082950663,0.032290068742630955,0.01770710110873062,0.0002184155406818415,0.0009866014822451615,0.0025446792382138265,0.0012542119247674855,0.00704720383421888
26,0.007487234830529862,0.14839651648248273,0.09608586665881066,0.0015087211039825727,0.0071532490369045,0.014614888443224915,0.010961915347124422,0.6978870151468441,0.01590460634270884
27,0.01774398556123239,0.0016245390717603626,0.002829637410065575,0.002309183698492564,9.957075893352584e-05,0.6075819329443308,0.24447706775767408,0.08136788829027204,0.04196619149741738
28,0.013057811101116732,0.6867512148449466,0.20024703381156048,0.04870793098215903,0.011605089432039008,0.00698528196891009,0.010295114679802911,0.009200795772549196,0.013149701640324665
29,0.012779561771486802,0.6246258634181994,0.11798227602016872,0.008965633087981052,0.0005442856101089721,0.009526995851318458,0.0017101027903944944,0.02673881361083614,0.1971265086479269
30,3.07260582606735e-05,2.210031895325907e-05,8.630398648771614e-06,3.64325800558174e-05,1.387470822085864e-06,0.9996614321945333,1.5896710920060286e-05,0.00015266659708383184,7.073350025166292e-05
31,0.00040819249503935373,0.9878637474903873,0.007522862615358602,0.001379563504873133,8.881641527599034e-05,0.0005165338273703431,0.00043838176740488655,0.0004734670583275147,0.0013084241363685578
32,0.00018778878570345974,0.8001302831217458,0.18712099159276332,0.011360706898110437,8.719630811053018e-05,0.0003460027058356905,0.00017844249030301182,0.0003099205485744896,0.00027866516961505956
33,0.005849726053128693,0.3473476493270892,0.4332992799531297,0.16025256258277112,0.00035246202120712644,0.003929612020005829,0.040147913664521154,0.005376710091906346,0.0034440915476464675
34,0.0009412159898982903,0.6545189339329586,0.22582667425660408,0.0951347182578941,0.00020498104034534964,0.0019511187998033394,0.012967209564553214,0.006482874516496357,0.0019723046151983023
35,8.614890733345723e-05,0.7933581077893378,0.18937139157609909,0.01667464486333984,4.0667613423768976e-05,4.435994136050188e-05,0.00013866553563401934,0.00019044765576836653,9.55975812176184e-05
36,0.00035844534805140767,7.10958579607487e-05,7.280952227302408e-05,0.0002823740198779843,4.066284958526012e-06,0.9974617391547148,0.0005832910523482387,0.00076681597731754,0.00039935968105448837
37,0.13195786899451206,0.037680264419014224,0.011204019688619908,0.005554313634587303,0.0004152960803670188,0.19339861999694555,0.005651354316294329,0.01816533922482505,0.5959728860911919
38,0.0020276076828695372,7.593696137832348e-05,5.231986824583146e-05,9.667499168769525e-05,7.984643995465984e-06,0.9787006272029513,0.0011971445997638911,0.017474766281449575,0.00036694377434033534
39,0.013065809432220686,0.0005773984703777312,8.777529365033843e-05,0.003781522440136098,0.028222036300345428,0.9454669748584686,0.0020556645259918226,0.002189718932109196,0.004553093813156655
40,0.0022943012475296716,0.008129304650478687,0.001576017454331814,0.010912515489797494,0.964526820811398,0.007419139239579586,0.0023140807363088893,0.0016884673854417175,0.0011393368567614573
41,0.0002911208963875348,0.68496996267962,0.2741411059189626,0.023709007046075984,0.00021994810231262818,0.0005296359692389766,0.013720940003934947,0.0016630299311752121,0.000755222097116833
42,0.013516438777938533,0.00017505769243642748,9.878583235452729e-05,0.0008209943241178326,2.67499992029722e-05,0.8166133098443218,0.012445688111611087,0.1514927219344773,0.004810225470951078
43,0.4049325450322463,0.025997958880720186,0.019475038736171152,0.0029549751915508376,0.003108195375367999,0.16225571110964945,0.2532325335569673,0.08770335593505885,0.04033969615518053
44,0.0004439486116458495,0.028913335583772893,0.3456144106665972,0.3943234920356483,0.0001227508297840056,0.010492427134857164,0.21886005225322008,0.00021932060832463812,0.001010260508698461
45,0.00012112706941940818,0.24445626017981578,0.7168268315536811,0.00020369028927980223,0.0024575989906831333,0.00032496077793475254,0.0003805548464625769,0.035048526822954895,0.00018045666963179552
46,3.3564778277650476e-05,7.90975927884574e-05,1.7544357281925237e-05,0.00022750823309365952,0.9993098313488785,1.1432730085895551e-05,0.0002613515292371934,3.575207513980179e-05,2.387298112201582e-05
47,0.003253464650258879,7.162808833527379e-05,3.565239512681728e-05,0.00035435297452801135,1.3039441531266979e-05,0.9855114655205406,0.0018678585029647205,0.002317952789765047,0.006574578794441876
48,0.012366463594983482,0.005016009253429026,0.0004885334579371538,0.04493946518468759,0.0007699322006610088,0.9184549656367826,0.0019712024045858653,0.00417346966885283,0.01181994891863151
49,0.0004545049650248608,0.000619200384761899,0.00020050479849512682,5.384769645706947e-05,2.814460070036754e-06,0.0005479590827675708,0.0016050564862963978,0.9963885058784933,0.00012761858636000772
50,0.001761328088520842,0.36058669295076456,0.4494646893383453,0.1238959549199928,4.249653162939163e-05,0.0013068406256121136,0.06128605054748197,0.001318035669367957,0.000337893496125519
51,9.511276584817097e-05,4.373843451806654e-05,1.716308391526885e-05,4.431622047492277e-05,2.1398739704636682e-06,0.9983581182459909,2.2551919755642302e-05,0.0006048583586491279,0.0008119903726654951
52,0.0070944162913620015,0.0005801639392058024,0.0007181661838837822,0.00027019311147541305,6.196571545539578e-05,0.01825384187590331,0.0013651783098927032,0.9619370051791983,0.009719062208008796
53,0.0007947642146253788,0.0026014707012412446,0.0019350528710864211,0.00010332979258516093,8.382984227258324e-05,0.0003704012488014996,0.0016957654730499832,0.9917221865024126,0.0006931957799140306
54,0.000242723256412246,0.3644841857829363,0.6179637103585522,0.0006022896787026345,0.0010265004697929136,0.0018122324314763755,0.0013089732005315512,0.012211317558237907,0.0003480974112882614
55,0.8449277204101256,0.0019301668596874433,0.0011569558790155822,0.0005854741290182116,0.0012934668934548629,0.01574039936300995,0.009963679853617152,0.02044936738177718,0.10395279592093179
56,0.08759254138472632,0.00426582952847046,0.0027409928778592456,0.0010637320634382635,0.00026981776142249726,0.108032958089747,0.01141182109137165,0.6812490697828186,0.10337325072544716
57,0.00016190447284394397,1.219396312990284e-05,1.6087239411414583e-05,4.2294015619964095e-05,4.832573608837265e-06,0.00027769256121246144,5.183376219964938e-05,0.9993024917635024,0.00013072061481137276
58,4.533402491785864e-05,0.00021498430072645363,4.093871333073669e-05,9.782859222458464e-05,0.9992687523925584,0.00015535953211734768,6.791523016759747e-05,7.335877697046756e-05,3.5563950101883776e-05
59,0.016181873629155484,0.0004435199031528706,0.00020008233089659672,0.00011473481648347143,0.00015127965646873537,0.006182890951620668,0.00021559787958639866,0.9304154226696633,0.046094600300891395
60,5.592396140248942e-06,6.487098585479741e-05,1.2789939925520837e-05,4.5357994880433705e-05,1.395604835844703e-06,0.9995963061517664,1.1081478381432437e-05,0.00025444571928480035,8.154601043012613e-06
61,0.0001067124371697999,1.3851409221388167e-05,1.922717895771105e-05,3.1451065780299096e-05,2.603085590635601e-06,0.0008962183739053478,0.0006194976462010565,0.9982547690910503,5.5662771561047356e-05
62,8.895857293585627e-05,0.9537521886550242,0.034823807440566054,0.010816696579223664,5.3746796462898296e-05,8.35350548872352e-05,0.00011120378502694106,0.0001939008617625998,7.594140758252857e-05
63,0.005496457764102527,5.8502262697553655e-05,4.1203022921036676e-05,0.00038509209964218813,9.584876958494231e-06,0.9401900272266421,0.048379209474396515,0.0011969025468052516,0.004242993237342226
64,2.774660515913855e-05,9.100009617783844e-05,3.233667087067092e-05,3.229535528341341e-05,1.4146817477467266e-06,0.9991855904408152,0.00016025109086866774,0.00040442085964976804,6.49597399920295e-05
65,0.0016281980175479255,0.45432142514883456,0.21958005115165538,0.0810623036374447,8.76510342398736e-05,0.0014060152770019154,0.24064434615011085,0.0007922693244715252,0.0004777208628092245
66,0.0019500087574452114,0.5897898217936671,0.3954761792032308,0.0007904503942849709,0.0010288556033005004,0.00427108420013171,0.0034218724219205444,0.0028411523336873946,0.00043055357359825106
67,0.00011195211407935603,0.4272531260571375,0.4447613834178114,0.12626190437852533,6.18249575078759e-05,0.00016189778865445846,0.0010541053182553353,7.513047967222519e-05,0.0002586813706650082
68,0.24410286469957232,0.16182425288340951,0.1397806632681471,0.0289544920522719,0.00301267372440215,0.05374344796724261,0.23709042323609672,0.11411237918570608,0.017378789750610052
69,0.00010600103390364286,0.8111810462023102,0.14996463199868088,0.03798475429299356,7.447773168678395e-05,5.554221449225831e-05,0.0005044344967852037,5.517542801195911e-05,7.395724605885334e-05
70,0.00022711148873592418,0.4640636376811721,0.5049237660148929,0.0017379746733446155,0.0011168149261114497,0.0009069883255697601,0.0011453022176285941,0.02443827800622383,0.001440153960863178
71,0.0012124965072505766,0.6686354474563119,0.3215374157212371,0.0006843961695039713,0.0005269161933220286,0.002516752882207764,0.0010731308127415536,0.002892593405804771,0.0009208719688747332
72,0.0005795842965856748,0.00010502411654063812,0.00012430813876562752,9.761982006432598e-05,5.61567480872327e-06,0.9955004406708089,0.00017399126745513304,0.0018712751125863742,0.0015421505500770017
73,0.01655726376544373,0.3842771978076214,0.2833295457351041,0.13925800977331626,0.0025010606055955037,0.011179710144736354,0.1532722199697126,0.005140575428280211,0.00448441633363242
74,0.00010176100657453228,0.8523477298164676,0.13699388641492416,0.0007968597442135721,0.00218329974450171,0.00029696392909888184,0.0004835268653616585,0.006356855225239636,0.00043906780378501664
75,0.0001068633793390086,0.9649351118851273,0.029220285251753506,0.00521943118989548,1.9040186695444085e-05,9.945408358665493e-05,0.00011091208925308028,4.393543167680036e-05,0.0002449498765032666
76,0.009170114935000558,0.00011708633899579107,5.58214917200056e-05,0.0005051691877425761,5.705880600241168e-05,0.9365574316116163,0.0006517464187544062,0.002358314636846006,0.05052728827194079
77,0.00012446245091268793,0.9450545315167979,0.043267797518810956,0.003967314301648659,0.0006120743977576901,0.0003377341862455295,0.004033642811805428,0.0005971472343040084,0.0020052622238767564
78,0.0032227637329918144,3.638180707946285e-05,1.1225955859117676e-05,0.0001548868001834521,7.272748954771184e-06,0.9677702238847437,0.0008924231922280804,0.0011431310890542194,0.026761734563757
79,0.0008909694687675698,4.321575791739937e-06,3.1189874031648896e-06,6.272450237772788e-05,2.0206117217943147e-06,0.9984926124829392,9.39202382141957e-05,0.0002591376419450037,0.00019116771950001966
80,6.821106035204139e-05,0.9606462111653178,0.03737667393746276,0.0009978513257821273,8.603234103550979e-05,0.0002592244755337097,6.020148996900417e-05,0.0003326870203772939,0.00017289515367701196
81,0.005766850977684779,0.12776426623498977,0.7555916185645494,0.002826940383636701,0.001348845212308982,0.0062864216038117015,0.08940707029365354,0.009033239476618181,0.0019747179548909722
82,0.0022557343745872728,6.650330336318197e-05,0.00011625829461499665,5.4737886990381366e-05,6.909077910677297e-06,0.0020209503367766,0.004006987060246959,0.9900549475850804,0.0014169499596994183
83,6.927718732185895e-05,0.0001361448191043261,1.968836553108607e-05,0.0003835874235844015,0.99914093633733,2.278713933871283e-05,0.00014690335738640908,5.1116949483305994e-05,2.9557120797107928e-05
84,0.0018764324034615757,5.550483721484379e-05,2.9585647852734785e-05,0.0023612085713947133,7.372262492329658e-06,0.9930463569252832,0.00046256456424322067,0.0011185161849844854,0.0010424722133579108
85,0.0072265567854803555,0.07373524017143052,0.025509223318677894,0.0014566414494466319,0.0008459464988845866,0.006168387516222986,0.10367395654491,0.7795905721271655,0.0017935065554698997
86,0.0005121717151404633,0.39791983685822585,0.5269283038065156,0.052121420906336216,0.00010763971416357283,0.0008683684323694488,0.0195020724555569,0.0003430940361621125,0.0016970794202142976
87,0.022568593781178446,0.001125702057525644,0.000575485634423482,0.004634041301686086,0.0043082725966083315,0.9414858400158079,0.019821784524186904,0.0037356647169865713,0.001744612592180764
88,0.02403458068241674,0.010243424312918248,0.0025730226185133277,0.003092135853618484,0.0006758880999431846,0.23685345249838305,0.008967034931894213,0.03851859760384581,0.6750418254549543
89,0.00010967728590247882,6.705057103317813e-06,4.146903544703188e-06,4.333482710860923e-05,7.460112432985019e-07,0.0025425562400998914,0.0007988689385504897,0.9963291120681032,0.0001648710465177131
90,5.2831154025564475e-05,0.0001079839567482659,3.4288098504475784e-05,0.0006677749252652366,0.9982839548477576,2.209219451287936e-05,0.0001863414227835151,0.0004987078752136799,0.00014602629666773682
91,1.623996164804945e-05,1.176857532906676e-05,1.1017439646821003e-05,3.2728950017903615e-05,2.6310153392235707e-06,0.9997439647593324,2.4612821410604134e-05,0.0001286920341954101,2.835012219293276e-05
92,0.00011590013067082813,0.9146199133403737,0.06968025135591328,0.012891270007860544,0.00018918233157213155,0.0001408447290790112,0.0020989673957352998,0.00013343731552595273,0.00013021693869108404
93,0.01928303230071901,0.0003099688265860487,0.0002050551944800342,5.9935957070099104e-05,0.0002792967316419736,0.009915503916432665,0.0013464522013001085,0.007181257158644216,0.9614195307608285
94,0.17900583040783344,0.003385929939506842,0.0039053135569406005,0.0013306390490085854,0.00027291228163961055,0.03052217636384363,0.6717685921173958,0.10856059341562097,0.001248005466136287
95,0.0048762955457084395,0.0001837272575357929,7.002393531327048e-05,0.0010186041687736639,4.071734080450066e-05,0.9845778935786816,0.0010498419451702291,0.004618805235735151,0.0035641241545761927
96,0.011821605712618794,0.4434470668893488,0.2695159204182099,0.00418135792128276,0.0010610024231330801,0.21912387621662133,0.02624864491478124,0.01734390966627664,0.007256613198980158
97,0.0024664064355926726,0.8888053893638473,0.08567199867694128,0.0042948207757538106,0.0011583497960672513,0.0021274354515878387,0.012027677213377257,0.0012445209437983939,0.002203442398837638
98,0.008213394551363754,0.00016313471162369592,9.198586728113393e-05,0.00014214293431267494,3.720823800297997e-05,0.004872075578102439,0.009205853175589284,0.9722362226812933,0.005037985102782722
99,0.0003498915363609852,0.9643141614987121,0.02154667018290349,0.003879765053242274,6.487510472652502e-05,0.0005512348301489396,0.008593306577146768,0.00033647421002439866,0.00036364646894824983
100,0.001437360145383875,0.5709939533552657,0.35283684903055096,0.06895761731949132,0.0001611812937577876,0.0010003295328536864,0.0034517942622079092,0.0005790289190675443,0.0005818794063098344
101,6.21294681574606e-05,0.25419441797231435,0.6756504049229479,0.06637013674228322,7.289529397288183e-05,7.613555074688824e-05,0.0033474117100196097,7.52419012618096e-05,0.00015121433292127526
