id,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
1,0.11384167370265108,0.007084444497490574,0.000998309923303221,0.0021350846272857778,0.0010895310541717766,0.2312208384761032,0.004204632697201675,0.18926958019987106,0.45015592007079486
2,0.019554423155199518,0.0007013606144758974,0.00033611907352072495,0.00012981220400623404,0.00011837162026495207,0.059486427851871373,0.003322963274634559,0.8126967810182096,0.10365375885566122
3,0.009099532202619423,9.826122601091882e-05,4.889395280268142e-05,7.670039688603977e-05,3.1929502175292634e-05,0.0009751909668965214,0.00027279394456686343,0.00030644576203411547,0.9890902627531075
4,0.00011115452614224825,0.747579357114702,0.21835135027887165,0.0003519985701943825,0.000803019455828083,0.0007954288084388739,0.0003003665536749318,0.031555315136252385,0.00015200856665614993
5,0.019386380131005274,0.007312189382859838,0.006121959745325223,0.30995007648135303,0.00047486021600586046,0.5945617912385464,0.023187277531169233,0.012264095133224467,0.02674136579191343
6,0.0007257836594020172,0.8214084629717723,0.02361424084894937,0.14902789102298505,0.0002034347129665548,0.00146304622848008,0.0008846281933769067,0.0006711471024755156,0.0020013586238217577
7,0.0053089911996958665,0.0001512602352280131,5.9481326598624185e-05,0.0027593496442088372,6.064256562846519e-05,0.9848517701177322,0.004757482509858179,0.000756657100924046,0.0012943442798819449
8,0.00016482085814109587,0.5930333994628211,0.39233497479561874,0.0011588866457095978,0.0005949521656536188,0.0028698862439984754,0.002853153837857308,0.0067794229227959805,0.0002105145947037575
9,3.562352044433226e-05,8.476066576707336e-06,1.2400950927393347e-05,3.261024972872752e-05,3.479818767632009e-06,0.9992022439804563,5.454697744274112e-05,0.0005744186679141024,7.620434145148162e-05
10,3.3710616696197113e-06,9.296813676347727e-06,3.025973455999481e-05,3.997142933677662e-05,5.062710470807323e-06,0.9998245078228493,4.7633142253008156e-05,3.109642551358889e-05,8.81394156115375e-06
11,0.010128516582743866,0.574250223238496,0.35850710440375,0.00816833106306218,0.008111230428961225,0.004419413899372293,0.025958425307173617,0.0017243263588083146,0.00873243022909147
12,9.913865563199303e-05,0.19986419885920403,0.7932524259287662,0.0003876373993804062,0.001520913603405158,0.0005149128171615302,0.00047241892697415,0.0037618184994696185,0.00012652772912601144
13,0.0009168514666453121,0.4515576951651304,0.2753978433863344,0.22469834224864832,0.0006582733826689946,0.0018377322328011782,0.04330484766630388,0.0011754225065443457,0.00045301159859442865
14,0.0023548544477886117,0.3740936710747028,0.5345784919320317,0.008087035763447875,0.018672512778112584,0.009094279569093451,0.047115004996440696,0.0032582225534614094,0.0027459356262563087
15,0.0006162689551867552,0.6119889445906799,0.3020524954288336,0.08088940183943642,0.00022068052921288958,0.0010272544610483933,0.002107292933940028,0.0003832624152710196,0.0007144122946404529
16,0.0029431400144630535,0.20315433865964955,0.7591382688738972,0.002721270112368346,0.0008797261019214974,0.004696533659999913,0.01365216762328347,0.009596673523460924,0.0032179031949943447
17,2.083566994163751e-05,4.0966704327729536e-05,9.275657520144403e-05,6.927803457165371e-05,1.835855155623752e-06,0.9994994893191491,0.00018271268204747077,5.219851598667446e-05,3.99495508985059e-05
18,0.0003083021239872967,0.0007070729553428063,0.0029171914248405572,0.002303377232644124,1.4827691163077362e-05,0.992146252487166,0.0005822963213243947,0.0007423213874527514,0.00027835680456426976
